Date,Symbol,Option_Type,Strike,Expiry,Qty,Avg_Price,LTP,P_L,Daily_Total_PnL,Verification_Timestamp,Page
2025-09-25,LT,PE,2440,2025-09-30th,0,0.00,53.45,17488,17488,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-26,LAURUSLABS,PE,860,2025-09-30th,0,0.00,29.90,18105,18105,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-29,HINDPETRO,CE,430,2025-10-28th,0,0.00,24.40,25313,25313,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-30,LT,CE,210,2025-10-28th,0,0.00,10.55,23063,23063,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-01,KOTAKBANK,CE,2040,2025-10-28th,0,0.00,64.05,20400,20400,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-06,LT,CE,1040,2025-10-28th,0,0.00,36.80,20576,20576,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-07,LT,CE,5900,2025-10-28th,0,0.00,282.85,21400,21400,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-08,LT,PE,25000,,0,0.00,75.30,17363,17363,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-09,MCX,CE,8400,2025-10-28th,0,0.00,467.00,21250,21250,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-10,CIPLA,CE,1540,2025-10-28th,0,0.00,50.25,17250,17250,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-13,LT,PE,6700,2025-10-28th,0,0.00,135.35,29500,29500,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-14,LT,PE,17000,2025-10-28th,0,0.00,695.35,21000,21000,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-10-15,LT,CE,1640,2025-10-28th,0,0.00,70.00,19260,19260,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-16,LT,CE,455,2025-10-28th,0,0.00,12.70,14862,14862,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-17,LT,CE,1980,2025-10-28th,0,0.00,40.75,19950,19950,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-20,BANKINDIA,CE,128,2025-10-28th,0,0.00,3.20,26000,26000,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-23,LT,CE,78,2025-10-28th,0,0.00,1.45,18550,18550,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-24,LT,PE,57800,2025-10-28th,0,0.00,296.05,24153,24153,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-27,LT,CE,230,2025-11-25th,0,0.00,8.90,20000,20000,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-28,LT,PE,2500,2025-11-25th,0,0.00,151.15,22125,22125,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-29,ADANIGREEN,CE,1080,2025-11-25th,0,0.00,68.85,17400,17400,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-30,BPCL,CE,350,2025-11-25th,0,0.00,13.50,14813,14813,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-10-31,AUROPHARMA,CE,1100,2025-11-25th,0,0.00,64.55,18150,18150,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-04,LT,CE,19500,2025-11-25th,0,0.00,1255.95,14875,14875,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-06,LT,PE,1900,2025-11-25th,0,0.00,111.30,17843,17843,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-07,LT,CE,2340,2025-11-25th,0,0.00,88.50,18150,18150,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-10,LT,CE,3800,2025-11-25th,0,0.00,93.60,18250,18250,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-12,LT,CE,2460,2025-11-25th,0,0.00,70.30,19200,19200,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-13,LT,CE,560,2025-11-25th,0,0.00,25.45,-4375,-4375,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-14,LT,CE,1340,2025-11-25th,0,0.00,34.00,20400,20400,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-17,HEROMOTOCO,CE,5600,2025-11-25th,0,0.00,237.85,18900,18900,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-18,GLENMARK,PE,1840,2025-11-25th,0,0.00,27.00,21000,21000,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-19,HCLTECH,CE,1620,2025-11-25th,350,-11.30,46.40,20195,20195,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-20,EICHERMOT,CE,7000,2025-11-25th,0,0.00,140.35,21455,21088,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-20,EICHERMOT,CE,1620,2025-11-25th,0,0.00,31.35,-368,21088,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-21,LT,PE,500,2025-11-25th,0,0.00,18.55,20500,20500,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-24,LT,PE,370,2025-12-30th,0,0.00,11.70,18900,18900,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-11-25,LUPIN,CE,2000,2025-12-30th,0,0.00,85.50,15087,15087,"Taken @ 13 Feb 2026, 4:12 PM",3
2025-12-02,LT,CE,4300,2025-12-26th,0,0.00,264.15,9369,9369,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-03,LT,CE,6800,2025-12-26th,0,0.00,450.00,13215,13215,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-04,LT,CE,1320,2025-12-26th,0,0.00,90.90,12060,12060,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-05,LT,CE,1720,2025-12-26th,0,0.00,162.90,14455,14455,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-06,LT,PE,5600,2025-12-26th,0,0.00,155.05,13250,13250,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-10,ICICIPRULI,CE,630,2025-12-30th,0,0.00,21.95,19887,19887,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-10,ADANIGREEN,PE,1220,2025-12-26th,0,0.00,90.70,-1181,-1181,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-11,LT,CE,1920,2025-12-26th,0,0.00,72.50,16885,16885,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-12,GMRAIRPORT,CE,102,2025-12-30th,0,0.00,3.74,18484,18484,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-12,LT,PE,7400,2025-12-26th,0,0.00,225.00,11905,11905,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-13,GLENMARK,PE,1540,2025-12-26th,0,0.00,44.85,12325,12325,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-17,LT,PE,3200,2025-12-26th,0,0.00,229.80,5925,5925,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-18,POLICYBZR,CE,1800,2025-12-30th,0,0.00,61.10,17727,17727,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-18,LT,PE,1220,2025-12-26th,0,0.00,71.45,10875,10875,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-19,HDFCAMC,PE,2700,2025-12-30th,0,0.00,50.80,18750,18750,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-19,LT,CE,1520,2025-12-26th,0,0.00,79.90,21320,21320,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-20,LT,PE,3100,2025-12-26th,0,0.00,148.65,12540,12540,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-22,MCX,CE,10500,2025-12-30th,0,0.00,366.00,20250,20250,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-23,RECLTD,CE,345,2025-12-30th,0,0.00,10.20,21293,21293,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-23,KPITTECH,PE,1480,2025-12-26th,0,0.00,60.30,12260,12260,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-24,IIFL,CE,580,2025-12-30th,0,0.00,22.75,20625,20625,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-24,LT,CE,4400,2026-01-30th,0,0.00,302.05,12375,12375,"Taken @ 13 Feb 2026, 4:12 PM",11
2025-12-26,RVNL,CE,370,2025-12-30th,0,0.00,20.30,31625,31625,"Taken @ 13 Feb 2026, 4:12 PM",2
2025-12-26,LT,PE,1360,2026-01-30th,0,0.00,58.00,14632,14632,"Taken @ 13 Feb 2026, 4:12 PM",11
